url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,102,54
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,39,9
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,35,29
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,29,7
/Declipsonator/Meteor-Tweaks/tree/main/src/main,23,9
/Declipsonator/Meteor-Tweaks/releases,22,14
/Declipsonator/Meteor-Tweaks/issues,13,6
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/Scaffold.java,7,4
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/AutoSign.java,6,3
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/mixins,6,2
