url_path,views_total,views_unique
/Declipsonator/Meteor-Tweaks,93,69
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.1,39,34
/Declipsonator/Meteor-Tweaks/releases,28,17
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks,10,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main/java/me/declipsonator/meteortweaks/modules,10,6
/Declipsonator/Meteor-Tweaks/tree/main/src/main,7,6
/Declipsonator/Meteor-Tweaks/issues,4,4
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/modules/AutoSign.java,4,3
/Declipsonator/Meteor-Tweaks/releases/tag/v2.0.0,3,3
/Declipsonator/Meteor-Tweaks/blob/main/src/main/java/me/declipsonator/meteortweaks/commands/SoftLeave.java,2,2
